age	value
17	723.58
105	700.85
234	686.48
365	698.4
519	733.57
646	730.48
783	714.04
963	710.71
1200	715.0
1435	726.9
1600	716.0
1823	717.08
2071	705.16
2337	705.41
2585	704.6
2818	728.6
3086	722.52
3338	716.26
3691	726.09
4230	717.4
4527	695.62
4869	708.17
5416	696.52
5991	710.73
6453	681.18
6943	683.14
7331	665.35
7738	664.46
8213	630.6
8747	647.1
9164	668.8
9368	651.72
9522	642.66
9663	641.85
9811	650.1
10078	641.2
10203	650.12
10453	657.66
